,playerId,recYards,combineId,combineYear,combinePosition,combineHeight,combineWeight,combineHand,nameFirst,nameLast,nameFull,position,collegeId,nflId,college,heightInches,weight,dob,ageAtDraft,playerProfileUrl,homeCity,homeState,homeCountry,highSchool,hsCity,hsState,hsCountry,combineArm,combine40yd,combineVert,combineBench,combineShuttle,combineBroad,combine3cone,combine60ydShuttle,combineWonderlic,draft
849,20130197,536,18067,2013,WR,73.75,212,,Cobi,Hamilton,Cobi Hamilton,WR,72701.0,2539203,Arkansas,74.0,201.0,1990-11-13,22.46301369863014,http://www.nfl.com/player/CobiHamilton/2539203/profile,Nash,TX,USA,Texas HS,Texarkana,TX,USA,,4.56,29.5,11.0,4.31,107.0,,,,2013
854,20130236,440,18258,2013,WR,74.63,194,,Marquess,Wilson,Marquess Wilson,WR,99164.0,2540177,Washington State,72.0,206.0,1992-09-14,20.624657534246577,http://www.nfl.com/player/MarquessWilson/2540177/profile,Tulare,CA,USA,Tulare HS,,CA,USA,,4.51,34.5,7.0,4.33,122.0,6.65,,,2013
856,20140004,7180,18555,2014,WR,72.75,211,,Sammy,Watkins,Sammy Watkins,WR,29631.0,2543457,Clemson,73.0,211.0,1993-06-14,20.912328767123288,http://www.nfl.com/player/SammyWatkins/2543457/profile,Fort Myers,FL,USA,South Fort Myers HS,,FL,USA,,4.43,34.0,16.0,4.34,125.0,6.95,,,2014
857,20140007,10330,18346,2014,WR,76.75,231,,Mike,Evans,Mike Evans,WR,77843.0,2543468,Texas A&M,77.0,231.0,1993-08-21,20.726027397260275,http://www.nfl.com/player/MikeEvans/2543468/profile,Dallas,TX,USA,Ball HS,,TX,USA,,4.53,37.0,12.0,4.26,,7.08,,25.0,2014
859,20140012,7422,18279,2014,WR,71.25,198,,Odell,Beckham,Odell Beckham,WR,70803.0,2543496,Louisiana State,71.0,198.0,1992-11-05,21.51780821917808,http://www.nfl.com/player/OdellBeckham/2543496/profile,Baton Rouge,LA,USA,Isidore Newman HS,,LA,USA,,4.43,38.5,7.0,3.94,122.0,6.69,,,2014
860,20140020,7881,18320,2014,WR,69.75,189,,Brandin,Cooks,Brandin Cooks,WR,97331.0,2543498,Oregon State,70.0,189.0,1993-09-25,20.63013698630137,http://www.nfl.com/player/BrandinCooks/2543498/profile,Stockton,CA,USA,Lincoln HS,Stockton,CA,USA,,4.33,36.0,16.0,3.81,120.0,6.76,,,2014
862,20140028,6662,18281,2014,WR,77.0,240,,Kelvin,Benjamin,Kelvin Benjamin,WR,32306.0,2543471,Florida State,77.0,245.0,1991-02-05,23.26849315068493,http://www.nfl.com/player/KelvinBenjamin/2543471/profile,Belle Glade,FL,USA,Glades Central HS,,FL,USA,,4.61,32.5,13.0,4.39,117.0,7.33,,7.0,2014
865,20140039,4500,18428,2014,WR,71.75,192,,Marqise,Lee,Marqise Lee,WR,90089.0,2543475,USC,72.0,196.0,1991-11-25,22.46575342465753,http://www.nfl.com/player/MarqiseLee/2543475/profile,Long Beach,CA,USA,Juipero Serra HS,Gardena,CA,USA,,4.52,38.0,,4.01,126.0,,,,2014
866,20140042,4224,18453,2014,WR,75.13,212,,Jordan,Matthews,Jordan Matthews,WR,37240.0,2543500,Vanderbilt,75.0,212.0,1992-07-16,21.824657534246576,http://www.nfl.com/player/JordanMatthews/2543500/profile,Huntsville,AL,USA,Madison Academy,,AL,USA,,4.46,35.5,21.0,4.18,120.0,6.95,,29.0,2014
867,20140045,4326,18501,2014,WR,72.38,175,,Paul,Richardson,Paul Richardson,WR,80309.0,2543491,Colorado,72.0,183.0,1992-04-13,22.08219178082192,http://www.nfl.com/player/PaulRichardson/2543491/profile,Los Angeles,CA,USA,Juipero Serra HS,Gardena,CA,USA,,4.4,38.0,,,123.0,7.09,,,2014
870,20140053,7853,18268,2014,WR,72.88,212,,Davante,Adams,Davante Adams,WR,93740.0,2543495,Frenso State (CA),73.0,215.0,1992-12-24,21.383561643835616,http://www.nfl.com/player/DavanteAdams/2543495/profile,Redwood City,CA,USA,Palo Alto HS,,CA,USA,,4.56,39.5,14.0,4.3,123.0,6.82,,,2014
873,20140056,2475,18425,2014,WR,74.5,215,,Cody,Latimer,Cody Latimer,WR,47405.0,2543590,Indiana,74.0,215.0,1992-10-10,21.58904109589041,http://www.nfl.com/player/CodyLatimer/2543590/profile,Dayton,OH,USA,Jefferson HS,Dayton,OH,USA,,4.52,,23.0,,,,,,2014
875,20140061,4259,18504,2014,WR,74.63,220,,Allen,Robinson,Allen Robinson,WR,16802.0,2543509,Penn State,75.0,211.0,1993-08-24,20.71780821917808,http://www.nfl.com/player/AllenRobinson/2543509/profile,Detroit,MI,USA,St. Mary's Preparatory School,Orchard Lake,MI,USA,,4.6,39.0,,4.0,126.0,7.0,,,2014
877,20140063,9126,18423,2014,WR,71.5,205,,Jarvis,Landry,Jarvis Landry,WR,70803.0,2543488,Louisiana State,71.0,208.0,1992-11-28,21.454794520547942,http://www.nfl.com/player/JarvisLandry/2543488/profile,Metaire,LA,USA,Lutcher HS,,LA,USA,,4.65,28.5,12.0,,110.0,,,,2014
882,20140086,331,18391,2014,WR,71.25,206,,Josh,Huff,Josh Huff,WR,97403.0,2543746,Oregon,71.0,206.0,1991-10-14,22.58082191780822,http://www.nfl.com/player/JoshHuff/2543746/profile,Port Aransas,TX,USA,Nimitz HS,,TX,USA,,4.51,35.5,14.0,,115.0,,,,2014
883,20140090,3304,18463,2014,WR,74.38,221,,Donte,Moncrief,Donte Moncrief,WR,38677.0,2543614,Mississippi,74.0,216.0,1993-08-06,20.767123287671232,http://www.nfl.com/player/DonteMoncrief/2543614/profile,Raleigh,MS,USA,Raleigh HS,,MS,USA,,4.4,39.5,13.0,4.3,132.0,7.02,,,2014
884,20140091,6224,18301,2014,WR,70.0,179,,John,Brown,John Brown,WR,66762.0,2543847,Pittsburg State (KS),71.0,179.0,1990-04-03,24.112328767123287,http://www.nfl.com/player/JohnBrown/2543847/profile,Homestead,FL,USA,Homestead HS,,FL,USA,,4.34,36.5,,4.12,117.0,6.91,,,2014
887,20140097,513,18273,2014,WR,67.75,173,,Dri,Archer,Dri Archer,RB,44242.0,2543596,Kent State (OH),68.0,173.0,1991-08-09,22.76164383561644,http://www.nfl.com/player/DriArcher/2543596/profile,Laurel,FL,USA,Venice HS,Venice,FL,USA,,4.26,38.0,20.0,4.06,122.0,6.86,,,2014
891,20140104,102,18510,2014,WR,68.88,165,,Jalen,Saunders,Jalen Saunders,WR,73019.0,2543745,Oklahoma,69.0,164.0,1992-09-30,21.616438356164384,http://www.nfl.com/player/JalenSaunders/2543745/profile,Stockton,CA,USA,Pleasant Grove HS,Elk Grove,CA,USA,,4.44,34.0,,,122.0,,,,2014
892,20140106,2018,18342,2014,WR,69.38,197,,Bruce,Ellington,Bruce Ellington,WR,29208.0,2543646,South Carolina,69.0,197.0,1991-08-22,22.726027397260275,http://www.nfl.com/player/BruceEllington/2543646/profile,Moncks Corner,SC,USA,Berkeley HS,Moncks Corner,SC,USA,,4.45,39.5,15.0,3.95,120.0,6.69,,,2014
895,20140118,4612,18304,2014,WR,75.75,211,,Martavis,Bryant,Martavis Bryant,WR,29631.0,2543572,Clemson,76.0,211.0,1991-12-20,22.3972602739726,http://www.nfl.com/player/MartavisBryant/2543572/profile,Calhoun Falls,SC,USA,T. L. Hanna HS,Anderson,SC,USA,,4.42,39.0,16.0,4.15,123.0,7.18,,14.0,2014
897,20140123,349,18475,2014,WR,74.0,198,,Kevin,Norwood,Kevin Norwood,WR,35487.0,2543689,Alabama,74.0,212.0,1989-09-23,24.638356164383563,http://www.nfl.com/player/KevinNorwood/2543689/profile,Biloxi,MS,USA,Diberville HS,,MS,USA,,4.48,33.0,8.0,4.32,121.0,6.68,,,2014
901,20140142,2973,18373,2014,WR,72.38,199,,Ryan,Grant,Ryan Grant,WR,70118.0,2543759,Tulane,72.0,204.0,1990-12-19,23.4,http://www.nfl.com/player/RyanGrant/2543759/profile,Beaumont,TX,USA,West Brook Senior HS,Beaumont,TX,USA,,4.64,35.5,8.0,4.11,117.0,6.68,,,2014
902,20140146,339,18530,2014,WR,74.88,198,,Devin,Street,Devin Street,WR,15260.0,2543641,Pittsburgh,75.0,200.0,1991-03-30,23.12328767123288,http://www.nfl.com/player/DevinStreet/2543641/profile,Bethlehem,PA,USA,Liberty HS,Bethlehem,PA,USA,,4.55,37.0,,4.01,123.0,6.89,,,2014
903,20140176,260,18267,2014,WR,73.0,195,,Jared,Abbrederis,Jared Abbrederis,WR,53706.0,2543774,Wisconsin,73.0,195.0,1990-12-17,23.405479452054795,http://www.nfl.com/player/JaredAbbrederis/2543774/profile,West Allis,WI,USA,Wautoma HS,,WI,USA,,4.5,30.5,4.0,4.08,116.0,6.8,,32.0,2014
905,20140185,222,18385,2014,WR,69.13,193,,Robert,Herron,Robert Herron,WR,82071.0,2543777,Wyoming,69.0,193.0,1992-06-02,21.945205479452056,http://www.nfl.com/player/RobertHerron/2543777/profile,Los Angeles,CA,USA,Dorsey HS,,CA,USA,,4.48,35.5,18.0,4.27,124.0,6.84,,,2014
907,20140189,1901,18414,2014,WR,71.63,188,,T.J.,Jones,T.J. Jones,WR,46556.0,2543836,Notre Dame,72.0,190.0,1992-07-19,21.816438356164383,http://www.nfl.com/player/T.J.Jones/2543836/profile,Winnipeg,,Canada,Gainesville HS,,GA,USA,,4.48,33.0,,4.27,117.0,6.82,,,2014
908,20140190,375,18382,2014,WR,73.0,198,,Matt,Hazel,Matt Hazel,WR,29528.0,2543792,Coastal Carolina (SC),73.0,195.0,1992-01-23,22.304109589041097,http://www.nfl.com/player/MattHazel/2543792/profile,,,,North Augusta HS,,SC,USA,,4.5,36.5,15.0,4.2,116.0,7.08,,,2014
909,20140196,322,18485,2014,WR,71.38,189,,Walter,Powell,Walter Powell,WR,42071.0,2543619,Murray State (KY),72.0,189.0,1991-11-23,22.471232876712328,http://www.nfl.com/player/WalterPowell/2543619/profile,St. Louis,MO,USA,Hazelwood East HS,St. Louis,MO,USA,,4.63,31.5,10.0,4.23,120.0,6.7,,,2014
910,20140209,60,18345,2014,WR,74.0,225,,Quincy,Enunwa,Quincy Enunwa,WR,68588.0,2543828,Nebraska,74.0,225.0,1992-05-31,21.95068493150685,http://www.nfl.com/player/QuincyEnunwa/2543828/profile,Rialto,CA,USA,Rancho Verde HS,,CA,USA,,4.41,,19.0,,,,,,2014
911,20140218,1516,18309,2014,WR,69.38,192,,Michael,Campanaro,Michael Campanaro,WR,27106.0,2550163,Wake Forest,69.0,191.0,1991-01-25,23.2986301369863,http://www.nfl.com/player/MichaelCampanaro/2550163/profile,Silver Spring,MD,USA,River Hill HS,Clarksville,MD,USA,,4.46,39.0,20.0,4.01,122.0,6.77,,,2014
913,20140236,389,18402,2014,WR,74.88,219,,Jeff,Janis,Jeff Janis,WR,48604.0,2543750,Saginaw Valley State (MI),75.0,219.0,1991-06-24,22.887671232876716,http://www.nfl.com/player/JeffJanis/2543750/profile,Oscoda,MI,USA,Tawas Area HS,,MI,USA,,4.42,37.5,20.0,3.98,123.0,6.64,,,2014
914,20140240,129,18493,2014,WR,70.5,163,,Tevin,Reese,Tevin Reese,WR,76706.0,2543698,Baylor,71.0,163.0,1991-01-02,23.36164383561644,http://www.nfl.com/player/TevinReese/2543698/profile,,,,Temple HS,Temple,TX,USA,,4.46,41.0,,4.18,132.0,6.63,,,2014
915,20140244,60,18366,2014,WR,67.5,185,,Jeremy,Gallon,Jeremy Gallon,WR,48109.0,2543818,Michigan,68.0,185.0,1990-02-09,24.257534246575343,http://www.nfl.com/player/JeremyGallon/2543818/profile,Apopka,FL,USA,Apopka HS,,FL,USA,,4.49,,15.0,,,,,,2014
917,20150004,5435,18631,2015,WR,72.7,211,,Amari,Cooper,Amari Cooper,WR,35487.0,2552487,Alabama,73.0,210.0,1994-06-17,20.88219178082192,http://www.nfl.com/player/AmariCooper/2552487/profile,Miami,FL,USA,,,,,,4.42,33.0,,3.98,120.0,6.71,,,2015
918,20150007,38,18876,2015,WR,74.5,215,,Kevin,White,Kevin White,WR,26506.0,2553432,West Virginia,75.0,216.0,1992-06-25,22.86027397260274,http://www.nfl.com/player/KevinWhite/2553432/profile,Plainfield,NJ,USA,,,,,,4.35,36.5,23.0,4.14,118.0,6.92,,,2015
920,20150014,5159,18800,2015,WR,74.5,209,,DeVante,Parker,DeVante Parker,WR,40292.0,2552409,Louisville,75.0,212.0,1993-01-20,22.28767123287671,http://www.nfl.com/player/DeVanteParker/2552409/profile,Louisville,KY,USA,,,,,,4.45,36.5,17.0,,125.0,,,,2015
923,20150020,4309,18572,2015,WR,72.1,198,,Nelson,Agholor,Nelson Agholor,WR,90089.0,2552600,USC,72.0,198.0,1993-05-24,21.947945205479453,http://www.nfl.com/player/NelsonAgholor/2552600/profile,,,,,,,,,4.42,,12.0,,,,,,2015
924,20150026,1723,18803,2015,WR,74.0,212,,Breshad,Perriman,Breshad Perriman,WR,32816.0,2552597,Central Florida,74.0,215.0,1993-09-10,21.649315068493152,http://www.nfl.com/player/BreshadPerriman/2552597/profile,Lithonia,GA,USA,,,,,,,,,,,,,,2015
925,20150029,1859,18658,2015,WR,69.3,185,,Phillip,Dorsett,Phillip Dorsett,WR,33124.0,2552424,Miami (FL),70.0,185.0,1993-01-05,22.328767123287676,http://www.nfl.com/player/PhillipDorsett/2552424/profile,West Park,FL,USA,,,,,,4.33,37.0,13.0,4.11,122.0,6.7,,,2015
927,20150037,602,18847,2015,WR,72.3,196,,Devin,Smith,Devin Smith,WR,43210.0,2553434,Ohio State,73.0,199.0,1992-03-03,23.172602739726027,http://www.nfl.com/player/DevinSmith/2553434/profile,Akron,OH,USA,,,,,,4.42,39.0,10.0,4.15,122.0,,,,2015
928,20150041,3746,18682,2015,WR,76.2,232,,Devin,Funchess,Devin Funchess,WR,48109.0,2552458,Michigan,76.0,225.0,1994-05-21,20.95616438356164,http://www.nfl.com/player/DevinFunchess/2552458/profile,,,,,,,,,4.7,38.5,17.0,,122.0,,,,2015
933,20150069,5028,18758,2015,WR,69.7,182,,Tyler,Lockett,Tyler Lockett,WR,66506.0,2552430,Kansas State,70.0,182.0,1992-09-28,22.6,http://www.nfl.com/player/TylerLockett/2552430/profile,Tulsa,OK,USA,,,,,,4.4,35.5,,4.07,121.0,6.89,,,2015
934,20150070,302,18854,2015,WR,74.3,217,,Jaelen,Strong,Jaelen Strong,WR,85287.0,2552463,Arizona State,74.0,220.0,1994-01-25,21.273972602739725,http://www.nfl.com/player/JaelenStrong/2552463/profile,Philadelphia,PA,USA,,,,,,4.44,42.0,,,123.0,,,,2015
937,20150076,2160,18630,2015,WR,73.7,213,,Chris,Conley,Chris Conley,WR,30602.0,2552652,Georgia,75.0,205.0,1992-10-25,22.526027397260275,http://www.nfl.com/player/ChrisConley/2552652/profile,,,,,,,,,4.35,45.0,18.0,4.3,139.0,7.06,,,2015
941,20150087,301,18622,2015,WR,73.3,212,,Sammie,Coates,Sammie Coates,WR,36849.0,2552470,Auburn,73.0,212.0,1993-03-31,22.095890410958905,http://www.nfl.com/player/SammieCoates/2552470/profile,Jackson,AL,USA,,,,,,4.43,41.0,23.0,4.06,131.0,6.98,,,2015
943,20150094,653,18784,2015,WR,71.7,221,,Ty,Montgomery,Ty Montgomery,WR,94305.0,2552429,Stanford,72.0,216.0,1993-01-22,22.28219178082192,http://www.nfl.com/player/TyMontgomery/2552429/profile,Jackson,MS,USA,,,,,,4.55,40.5,,4.21,121.0,6.97,,,2015
946,20150105,4787,18638,2015,WR,68.3,185,,Jamison,Crowder,Jamison Crowder,WR,27708.0,2552415,Duke,69.0,177.0,1993-06-17,21.88219178082192,http://www.nfl.com/player/JamisonCrowder/2552415/profile,Monroe,NC,USA,,,,,,4.56,37.0,10.0,4.32,115.0,7.17,,,2015
948,20150107,1333,18711,2015,WR,70.2,192,,Justin,Hardy,Justin Hardy,WR,27858.0,2552418,East Carolina (NC),70.0,192.0,1991-12-18,23.38082191780822,http://www.nfl.com/player/JustinHardy/2552418/profile,Washington,DC,USA,,,,,,4.56,36.5,11.0,4.21,114.0,6.63,,,2015
951,20150123,47,18775,2015,WR,74.0,224,,Vince,Mayle,Vince Mayle,WR,99164.0,2552431,Washington State,74.0,247.0,1991-06-12,23.898630136986306,http://www.nfl.com/player/VinceMayle/2552431/profile,Trenton,NJ,USA,,,,,,4.67,35.5,,4.13,117.0,6.93,,,2015
954,20150132,17,18845,2015,WR,74.1,226,,DeAndre,Smelter,DeAndre Smelter,WR,30332.0,2552627,Georgia Tech,74.0,227.0,1991-12-03,23.421917808219177,http://www.nfl.com/player/DeAndreSmelter/2552627/profile,Macon,GA,USA,,,,,,,,,,,,,,2015
955,20150139,13,18700,2015,WR,71.3,182,,Rashad,Greene,Rashad Greene,WR,32306.0,2552425,Florida State,71.0,186.0,1992-09-23,22.613698630136987,http://www.nfl.com/player/RashadGreene/2552425/profile,Albany,GA,USA,,,,,,4.53,36.5,,4.12,122.0,6.88,,,2015
957,20150146,6773,18655,2015,WR,72.0,195,,Stefon,Diggs,Stefon Diggs,WR,20740.0,2552608,Maryland,72.0,191.0,1993-11-29,21.43013698630137,http://www.nfl.com/player/StefonDiggs/2552608/profile,Alexandria,VA,USA,,,,,,4.46,35.0,,4.32,115.0,7.03,,,2015
960,20150159,1740,18789,2015,WR,70.2,156,,J.J.,Nelson,J.J. Nelson,WR,35294.0,2552656,Alabama- Birmingham,70.0,160.0,1992-04-24,23.03013698630137,http://www.nfl.com/player/J.J.Nelson/2552656/profile,Midfield,AL,USA,,,,,,4.28,36.0,,4.15,127.0,7.02,,,2015
965,20150184,595,18619,2015,WR,69.5,195,,Kaelin,Clay,Kaelin Clay,WR,84112.0,2552651,Utah,70.0,195.0,1992-01-02,23.339726027397266,http://www.nfl.com/player/KaelinClay/2552651/profile,Long Island,CA,USA,,,,,,4.51,33.0,10.0,4.26,113.0,6.97,,,2015
966,20150186,186,18646,2015,WR,74.3,216,,Geremy,Davis,Geremy Davis,WR,6269.0,2552654,Connecticut,75.0,211.0,1992-01-10,23.317808219178083,http://www.nfl.com/player/GeremyDavis/2552654/profile,Atlanta,GA,USA,,,,,,,36.5,23.0,4.18,124.0,6.86,,,2015
970,20150204,2512,18871,2015,WR,78.1,238,,Darren,Waller,Darren Waller,WR,30332.0,2552408,Georgia Tech,78.0,255.0,1992-09-13,22.64109589041096,http://www.nfl.com/player/DarrenWaller/2552408/profile,Landover,MD,USA,,,,,,4.46,37.0,12.0,4.25,125.0,7.07,,,2015
973,20150233,66,18601,2015,WR,72.1,205,,Da'Ron,Brown,Da'Ron Brown,WR,60115.0,2552479,Northern Illinois,72.0,199.0,1991-09-21,23.621917808219177,http://www.nfl.com/player/Da'RonBrown/2552479/profile,Chicago,IL,USA,,,,,,4.54,37.0,17.0,4.11,120.0,7.04,,,2015
974,20150234,22,18756,2015,WR,75.6,214,,Dezmin,Lewis,Dezmin Lewis,WR,72035.0,2552411,Central Arkansas,76.0,214.0,1992-12-05,22.413698630136988,http://www.nfl.com/player/DezminLewis/2552411/profile,Mesquite,TX,USA,,,,,,4.58,33.5,16.0,4.28,119.0,7.11,,,2015
975,20150238,12,18575,2015,WR,68.4,180,,Mario,Alford,Mario Alford,WR,26506.0,2552650,West Virginia,68.0,177.0,1992-02-25,23.19178082191781,http://www.nfl.com/player/MarioAlford/2552650/profile,Greenville,GA,USA,,,,,,4.43,34.0,13.0,4.07,121.0,6.64,,,2015
976,20150245,1153,18777,2015,WR,72.2,210,,Tre,McBride,Tre McBride,WR,23185.0,2552428,William & Mary,72.0,210.0,1992-12-01,22.42465753424657,http://www.nfl.com/player/TreMcBride/2552428/profile,Fort Hood,TX,USA,,,,,,4.41,38.0,16.0,4.08,122.0,6.96,,,2015
980,20160015,1172,19369,2016,WR,70.63,194,,Corey,Coleman,Corey Coleman,WR,76706.0,2555333,Baylor,71.0,185.0,1994-07-06,21.827397260273973,http://www.nfl.com/player/CoreyColeman/2555333/profile,Dallas,TX,USA,J.J. Pearce HS,Richardson,TX,USA,,,40.5,17.0,,129.0,,,,2016
981,20160021,3236,19412,2016,WR,72.13,186,,Will,Fuller,Will Fuller,WR,46556.0,2555346,Notre Dame,72.0,185.0,1994-04-16,22.04931506849315,http://www.nfl.com/player/WillFuller/2555346/profile,Philadelphia,PA,USA,Roman Catholic HS,Philadelphia,PA,USA,,4.32,33.5,10.0,4.27,126.0,6.93,,,2016
982,20160022,2052,19391,2016,WR,74.0,202,,Josh,Doctson,Josh Doctson,WR,76109.0,2555343,Texas Christian,74.0,206.0,1992-12-03,23.416438356164385,http://www.nfl.com/player/JoshDoctson/2555343/profile,Birmingham,AL,USA,Legacy HS,Mansfield,TX,USA,,4.5,41.0,14.0,4.08,131.0,6.84,,,2016
983,20160023,1271,19597,2016,WR,74.0,221,,Laquon,Treadwell,Laquon Treadwell,WR,38677.0,2555214,Mississippi,74.0,215.0,1995-06-14,20.887671232876716,http://www.nfl.com/player/LaquonTreadwell/2555214/profile,Chicago,IL,USA,Crete-Monee HS,Crete,FL,USA,,,33.0,12.0,,117.0,,,,2016
985,20160040,4019,19568,2016,WR,70.25,194,,Sterling,Shepard,Sterling Shepard,WR,73019.0,2555295,Oklahoma,70.0,201.0,1994-02-10,22.22739726027397,http://www.nfl.com/player/SterlingShepard/2555295/profile,Norman,OK,USA,Heritage Hall HS,Oklahoma City,OK,USA,,4.48,41.0,20.0,4.35,123.0,7.0,,,2016
987,20160047,9384,19591,2016,WR,74.75,212,,Michael,Thomas,Michael Thomas,WR,43210.0,2556370,Ohio State,75.0,212.0,1994-08-16,21.715068493150685,http://www.nfl.com/player/MichaelThomas/2556370/profile,Los Angeles,CA,USA,Oak Christ HS,,CA,USA,,4.57,35.0,18.0,4.13,126.0,6.8,,,2016
988,20160055,3212,19339,2016,WR,73.5,197,,Tyler,Boyd,Tyler Boyd,WR,15260.0,2555466,Pittsburgh,74.0,197.0,1994-11-15,21.46575342465753,http://www.nfl.com/player/TylerBoyd/2555466/profile,Clairton,PA,USA,Clairton HS,,PA,USA,,4.58,34.0,11.0,4.35,119.0,6.9,,,2016
991,20160085,746,19509,2016,WR,73.38,201,,Braxton,Miller,Braxton Miller,WR,43210.0,2555348,Ohio State,74.0,215.0,1992-11-30,23.42465753424657,http://www.nfl.com/player/BraxtonMiller/2555348/profile,Springfield,OH,USA,Wayne HS,Huber Heights,OH,USA,,4.5,35.0,17.0,4.07,123.0,6.65,,,2016
992,20160086,326,19362,2016,WR,71.88,211,,Leonte,Carroo,Leonte Carroo,WR,7102.0,2555215,Rutgers,73.0,215.0,1994-01-24,22.273972602739725,http://www.nfl.com/player/LeonteCarroo/2555215/profile,Plainfield,NJ,USA,Don Bosco Preparatory HS,Ramsey,NJ,USA,,4.5,35.5,14.0,,120.0,,,,2016
996,20160107,1257,19513,2016,WR,73.0,206,,Chris,Moore,Chris Moore,WR,45221.0,2555209,Cincinnati,73.0,204.0,1993-06-16,22.88219178082192,http://www.nfl.com/player/ChrisMoore/2555209/profile,Orlando,FL,USA,Thomas Jefferson HS,Tampa,FL,USA,,4.53,37.0,10.0,4.2,130.0,6.76,,,2016
998,20160112,13,19512,2016,WR,71.63,198,,Malcolm,Mitchell,Malcolm Mitchell,WR,30602.0,2555216,Georgia,73.0,200.0,1992-07-20,23.78904109589041,http://www.nfl.com/player/MalcolmMitchell/2555216/profile,Valdosta,GA,USA,Valdosta HS,,GA,USA,,4.45,36.0,15.0,4.34,129.0,6.94,,,2016
999,20160114,1300,19488,2016,WR,73.75,215,,Ricardo,Louis,Ricardo Louis,WR,36849.0,2555473,Auburn,74.0,215.0,1994-03-23,22.115068493150684,http://www.nfl.com/player/RicardoLouis/2555473/profile,Miami,FL,USA,Miami Beach HS,,FL,USA,,4.43,38.0,18.0,,132.0,,,,2016
1000,20160117,1240,19376,2016,WR,71.13,203,,Pharoh,Cooper,Pharoh Cooper,WR,29208.0,2555419,South Carolina,71.0,207.0,1995-03-07,21.15890410958904,http://www.nfl.com/player/PharohCooper/2555419/profile,Havelock,NC,USA,Havelock HS,,NC,USA,,,31.0,15.0,,115.0,,,,2016
1002,20160126,2435,19555,2016,WR,73.38,203,,Demarcus,Robinson,Demarcus Robinson,WR,32611.0,2555478,Florida,73.0,203.0,1994-09-21,21.616438356164384,http://www.nfl.com/player/DemarcusRobinson/2555478/profile,Carrollton,GA,USA,Peach County HS,Fort Valley,GA,USA,,4.59,34.5,,4.19,123.0,6.77,,,2016
1006,20160140,692,19566,2016,WR,74.0,194,,Tajae,Sharpe,Tajae Sharpe,WR,1003.0,2555317,Massachusetts,74.0,194.0,1994-12-23,21.36164383561644,http://www.nfl.com/player/TajaeSharpe/2555317/profile,Newark,NJ,USA,Piscataway Township HS,Piscataway,NJ,USA,,4.55,33.5,11.0,,114.0,,,,2016
1011,20160154,45,19535,2016,WR,73.13,207,,Jordan,Payton,Jordan Payton,WR,90095.0,2555370,UCLA,73.0,209.0,1993-09-01,22.671232876712327,http://www.nfl.com/player/JordanPayton/2555370/profile,Torrance,CA,USA,,,,,,4.47,34.5,,4.33,121.0,7.08,,,2016
1013,20160163,733,19386,2016,WR,73.13,188,,Trevor,Davis,Trevor Davis,WR,94720.0,2555413,California,73.0,188.0,1993-07-04,22.832876712328765,http://www.nfl.com/player/TrevorDavis/2555413/profile,,,,,,,,,4.42,38.5,11.0,4.22,124.0,6.6,,,2016
1015,20160172,1489,19437,2016,WR,73.38,196,,Rashard,Higgins,Rashard Higgins,WR,80523.0,2555468,Colorado State,73.0,198.0,1994-10-07,21.572602739726022,http://www.nfl.com/player/RashardHiggins/2555468/profile,Dallas,TX,USA,,,,,,4.64,32.0,13.0,,116.0,,,,2016
1021,20160199,436,19378,2016,WR,74.63,205,,Cody,Core,Cody Core,WR,38677.0,2555331,Mississippi,75.0,214.0,1994-04-17,22.046575342465754,http://www.nfl.com/player/CodyCore/2555331/profile,,,,,,,,,4.47,31.5,14.0,,119.0,,,,2016
1024,20160229,0,19324,2016,WR,69.38,182,,DeMarcus,Ayers,DeMarcus Ayers,WR,77006.0,2555465,Houston,71.0,190.0,1994-07-07,21.824657534246576,http://www.nfl.com/player/DeMarcusAyers/2555465/profile,Lancaster,TX,USA,,,,,,4.72,33.0,,,123.0,,,,2016
1027,20160241,27,19536,2016,WR,74.38,209,,Charone,Peake,Charone Peake,WR,29631.0,2555477,Clemson,74.0,209.0,1992-10-16,23.54794520547945,http://www.nfl.com/player/CharonePeake/2555477/profile,,,,,,,,,4.45,35.5,12.0,4.46,122.0,6.96,,,2016
1028,20160243,56,19478,2016,WR,74.5,203,,Kenny,Lawler,Kenny Lawler,WR,94720.0,2555471,California,74.0,203.0,1994-06-25,21.85753424657534,http://www.nfl.com/player/KennyLawler/2555471/profile,Pomona,CA,USA,,,,,,4.64,31.0,,4.2,111.0,7.13,,,2016
1031,20170005,3151,19696,2017,WR,74.75,209,,Corey,Davis,Corey Davis,WR,49008.0,2557848,Western Michigan,75.0,209.0,1995-01-11,22.30958904109589,http://www.nfl.com/player/CoreyDavis/2557848/profile,Chicago,IL,USA,Wheaton Warrenville South HS,Wheaton,IL,USA,,,,,4.28,,,,31.0,2017
1032,20170007,2526,19949,2017,WR,75.75,218,,Mike,Williams,Mike Williams,WR,29631.0,2558846,Clemson,76.0,220.0,1994-10-04,22.58082191780822,http://www.nfl.com/player/MikeWilliams/2558846/profile,Vance,SC,USA,Lake Marion HS,Santee,SC,USA,,,32.5,15.0,,121.0,,,17.0,2017
